File.ID,Merged,df,logL,logL0,LRT,n,Pval,V(e),V(e).SE,V(G),V(G).SE,V(G)/Vp,V(G)/Vp.SE,Vp,Vp.SE,HistN,heritability,Ngenerations,Iteration,True.Nsnps,Nids,Subset.Within.Iteration,Nsnps,Full.Iteration.ID
Scenario_4_500_0.4_25_10_20000_25_7,FALSE,1,-12.063,-12.062,0,25,0.5,0.867723,1.157828,0.000001,1.161835,0.000001,1.338945,0.867724,0.250805,500,0.4,25,10,20000,25,7,20000,Scenario_4_500_0.4_25_10_20000_25_7
Scenario_4_500_0.4_25_10_20000_25_7,TRUE,1,-12.063,-12.062,0,25,0.5,0.867828,1.158819,0.000001,1.162708,0.000001,1.339789,0.867829,0.250833,500,0.4,25,10,20000,25,7,20000,Scenario_4_500_0.4_25_10_20000_25_7
Scenario_4_500_0.4_25_10_20000_25_8,FALSE,1,-11.503,-11.892,0.778,25,0.1888,0.351058,0.684803,0.496399,0.71398,0.585751,0.810018,0.847457,0.245644,500,0.4,25,10,20000,25,8,20000,Scenario_4_500_0.4_25_10_20000_25_8
Scenario_4_500_0.4_25_10_20000_25_8,TRUE,1,-11.503,-11.892,0.778,25,0.1888,0.351058,0.684803,0.496399,0.71398,0.585751,0.810018,0.847457,0.245644,500,0.4,25,10,20000,25,8,20000,Scenario_4_500_0.4_25_10_20000_25_8
Scenario_4_500_0.4_25_10_20000_25_9,FALSE,1,-9.958,-9.959,0.004,25,0.4756,0.639901,1.395392,0.099306,1.408581,0.134341,1.900559,0.739207,0.214871,500,0.4,25,10,20000,25,9,20000,Scenario_4_500_0.4_25_10_20000_25_9
Scenario_4_500_0.4_25_10_20000_25_9,TRUE,1,-9.958,-9.959,0.004,25,0.476,0.641774,1.395169,0.097404,1.408167,0.131773,1.900196,0.739178,0.21485,500,0.4,25,10,20000,25,9,20000,Scenario_4_500_0.4_25_10_20000_25_9
Scenario_4_500_0.4_25_10_20000_250_1,FALSE,1,-124.209,-129.109,9.801,250,0.0008723,0.54532,0.141813,0.479172,0.169451,0.467716,0.145942,1.024492,0.096843,500,0.4,25,10,20000,250,1,20000,Scenario_4_500_0.4_25_10_20000_250_1
Scenario_4_500_0.4_25_10_20000_250_1,TRUE,1,-124.199,-129.109,9.82,250,0.0008631,0.544856,0.141778,0.479677,0.169475,0.468191,0.145919,1.024533,0.096858,500,0.4,25,10,20000,250,1,20000,Scenario_4_500_0.4_25_10_20000_250_1
Scenario_4_500_0.4_25_10_20000_250_10,FALSE,1,-112.016,-121.61,19.187,250,0.000005925,0.451276,0.116745,0.484058,0.142904,0.517524,0.130832,0.935334,0.087959,500,0.4,25,10,20000,250,10,20000,Scenario_4_500_0.4_25_10_20000_250_10
Scenario_4_500_0.4_25_10_20000_250_10,TRUE,1,-112.016,-121.61,19.187,250,0.000005925,0.451276,0.116745,0.484082,0.142912,0.517537,0.130831,0.935358,0.087963,500,0.4,25,10,20000,250,10,20000,Scenario_4_500_0.4_25_10_20000_250_10
Scenario_4_500_0.4_25_10_20000_250_2,FALSE,1,-121.504,-132.922,22.836,250,0.0000008822,0.37777,0.130628,0.666216,0.176364,0.638147,0.134639,1.043986,0.101672,500,0.4,25,10,20000,250,2,20000,Scenario_4_500_0.4_25_10_20000_250_2
Scenario_4_500_0.4_25_10_20000_250_2,TRUE,1,-121.504,-132.922,22.836,250,0.0000008822,0.37777,0.130628,0.666216,0.176364,0.638147,0.134639,1.043986,0.101672,500,0.4,25,10,20000,250,2,20000,Scenario_4_500_0.4_25_10_20000_250_2
Scenario_4_500_0.4_25_10_20000_250_3,FALSE,1,-114.937,-116.521,3.168,250,0.03755,0.708285,0.134162,0.208441,0.132392,0.227376,0.13978,0.916726,0.083161,500,0.4,25,10,20000,250,3,20000,Scenario_4_500_0.4_25_10_20000_250_3
Scenario_4_500_0.4_25_10_20000_250_3,TRUE,1,-114.906,-116.521,3.23,250,0.03615,0.705841,0.134155,0.210916,0.132694,0.230067,0.139995,0.916757,0.08319,500,0.4,25,10,20000,250,3,20000,Scenario_4_500_0.4_25_10_20000_250_3
Scenario_4_500_0.4_25_10_20000_250_4,FALSE,1,-116.347,-123.384,14.073,250,0.00008792,0.463804,0.128465,0.508539,0.159387,0.523003,0.140306,0.972343,0.092553,500,0.4,25,10,20000,250,4,20000,Scenario_4_500_0.4_25_10_20000_250_4
Scenario_4_500_0.4_25_10_20000_250_4,TRUE,1,-116.132,-123.384,14.504,250,0.00006995,0.457266,0.127745,0.514873,0.159292,0.529629,0.139687,0.972139,0.092634,500,0.4,25,10,20000,250,4,20000,Scenario_4_500_0.4_25_10_20000_250_4
Scenario_4_500_0.4_25_10_20000_250_5,FALSE,1,-109.845,-114.272,8.855,250,0.001462,0.527199,0.126925,0.372865,0.143506,0.414265,0.145043,0.900064,0.083548,500,0.4,25,10,20000,250,5,20000,Scenario_4_500_0.4_25_10_20000_250_5
Scenario_4_500_0.4_25_10_20000_250_5,TRUE,1,-109.845,-114.272,8.855,250,0.001462,0.527199,0.126925,0.372883,0.143513,0.414277,0.145044,0.900082,0.083552,500,0.4,25,10,20000,250,5,20000,Scenario_4_500_0.4_25_10_20000_250_5
Scenario_4_500_0.4_25_10_20000_250_6,FALSE,1,-119.244,-121.238,3.988,250,0.02291,0.721015,0.136254,0.228423,0.134755,0.240588,0.13693,0.949438,0.086114,500,0.4,25,10,20000,250,6,20000,Scenario_4_500_0.4_25_10_20000_250_6
Scenario_4_500_0.4_25_10_20000_250_6,TRUE,1,-119.244,-121.238,3.988,250,0.02291,0.721015,0.136254,0.228446,0.134768,0.240606,0.136938,0.94946,0.086118,500,0.4,25,10,20000,250,6,20000,Scenario_4_500_0.4_25_10_20000_250_6
Scenario_4_500_0.4_25_10_20000_250_7,FALSE,1,-102.618,-107.84,10.443,250,0.0006155,0.487425,0.117903,0.364376,0.134752,0.427771,0.142822,0.851801,0.079235,500,0.4,25,10,20000,250,7,20000,Scenario_4_500_0.4_25_10_20000_250_7
Scenario_4_500_0.4_25_10_20000_250_7,TRUE,1,-102.618,-107.84,10.443,250,0.0006155,0.487425,0.117903,0.364394,0.134758,0.427784,0.142823,0.851819,0.079239,500,0.4,25,10,20000,250,7,20000,Scenario_4_500_0.4_25_10_20000_250_7
Scenario_4_500_0.4_25_10_20000_250_8,FALSE,1,-120.225,-120.563,0.675,250,0.2056,0.847157,0.143837,0.100393,0.128769,0.10595,0.134862,0.94755,0.085154,500,0.4,25,10,20000,250,8,20000,Scenario_4_500_0.4_25_10_20000_250_8
Scenario_4_500_0.4_25_10_20000_250_8,TRUE,1,-120.225,-120.563,0.675,250,0.2056,0.847157,0.143837,0.100393,0.128769,0.10595,0.134862,0.94755,0.085154,500,0.4,25,10,20000,250,8,20000,Scenario_4_500_0.4_25_10_20000_250_8
Scenario_4_500_0.4_25_10_20000_250_9,FALSE,1,-122.838,-123.633,1.589,250,0.1037,0.791481,0.152654,0.18093,0.147618,0.186064,0.148677,0.972411,0.087912,500,0.4,25,10,20000,250,9,20000,Scenario_4_500_0.4_25_10_20000_250_9
Scenario_4_500_0.4_25_10_20000_250_9,TRUE,1,-122.838,-123.633,1.589,250,0.1037,0.791481,0.152654,0.180939,0.147625,0.186071,0.148681,0.97242,0.087914,500,0.4,25,10,20000,250,9,20000,Scenario_4_500_0.4_25_10_20000_250_9
Scenario_4_500_0.4_25_10_20000_50_1,FALSE,1,-29.014,-29.009,0,50,0.5,1.088034,0.972159,0.000001,0.979322,0.000001,0.900083,1.088035,0.219965,500,0.4,25,10,20000,50,1,20000,Scenario_4_500_0.4_25_10_20000_50_1
Scenario_4_500_0.4_25_10_20000_50_1,TRUE,1,-29.013,-29.009,0,50,0.5,1.08898,0.97402,0.000001,0.980541,0.000001,0.90042,1.088981,0.220156,500,0.4,25,10,20000,50,1,20000,Scenario_4_500_0.4_25_10_20000_50_1
Scenario_4_500_0.4_25_10_20000_50_10,FALSE,1,-19.561,-20.916,2.709,50,0.0499,0.23245,0.347807,0.539969,0.386371,0.699062,0.4563,0.772419,0.158208,500,0.4,25,10,20000,50,10,20000,Scenario_4_500_0.4_25_10_20000_50_10
Scenario_4_500_0.4_25_10_20000_50_10,TRUE,1,-19.562,-20.916,2.707,50,0.04995,0.232563,0.347847,0.539899,0.386419,0.698933,0.456334,0.772463,0.158219,500,0.4,25,10,20000,50,10,20000,Scenario_4_500_0.4_25_10_20000_50_10
Scenario_4_500_0.4_25_10_20000_50_2,FALSE,1,-13.773,-16.413,5.281,50,0.01078,0.000001,0.477654,0.610839,0.48964,0.999999,0.781963,0.610839,0.122803,500,0.4,25,10,20000,50,2,20000,Scenario_4_500_0.4_25_10_20000_50_2
Scenario_4_500_0.4_25_10_20000_50_2,TRUE,1,-13.773,-16.413,5.281,50,0.01078,0.000001,0.477654,0.610839,0.48964,0.999999,0.781963,0.610839,0.122803,500,0.4,25,10,20000,50,2,20000,Scenario_4_500_0.4_25_10_20000_50_2
Scenario_4_500_0.4_25_10_20000_50_3,FALSE,1,-33.761,-34.804,2.087,50,0.07427,0.000001,1.085769,1.431786,1.185765,0.999999,0.758331,1.431787,0.298937,500,0.4,25,10,20000,50,3,20000,Scenario_4_500_0.4_25_10_20000_50_3
Scenario_4_500_0.4_25_10_20000_50_3,TRUE,1,-33.761,-34.804,2.087,50,0.07427,0.000001,1.085824,1.431978,1.185944,0.999999,0.758268,1.431979,0.299005,500,0.4,25,10,20000,50,3,20000,Scenario_4_500_0.4_25_10_20000_50_3
Scenario_4_500_0.4_25_10_20000_50_4,FALSE,1,-13.358,-13.315,0,50,0.5,0.551564,0.37162,0.000001,0.382417,0.000001,0.693332,0.551564,0.111507,500,0.4,25,10,20000,50,4,20000,Scenario_4_500_0.4_25_10_20000_50_4
Scenario_4_500_0.4_25_10_20000_50_4,TRUE,1,-13.358,-13.315,0,50,0.5,0.55151,0.371589,0.000001,0.382418,0.000001,0.693401,0.551511,0.111498,500,0.4,25,10,20000,50,4,20000,Scenario_4_500_0.4_25_10_20000_50_4
Scenario_4_500_0.4_25_10_20000_50_5,FALSE,1,-25.007,-25.049,0.084,50,0.3863,0.764921,0.645574,0.178133,0.634693,0.188889,0.670561,0.943054,0.190649,500,0.4,25,10,20000,50,5,20000,Scenario_4_500_0.4_25_10_20000_50_5
Scenario_4_500_0.4_25_10_20000_50_5,TRUE,1,-25.007,-25.049,0.084,50,0.3863,0.764921,0.645574,0.178142,0.634725,0.188897,0.670582,0.943063,0.190652,500,0.4,25,10,20000,50,5,20000,Scenario_4_500_0.4_25_10_20000_50_5
Scenario_4_500_0.4_25_10_20000_50_6,FALSE,1,-24.38,-25.885,3.009,50,0.04139,0.000001,0.70508,0.979439,0.768365,0.999999,0.719882,0.97944,0.203543,500,0.4,25,10,20000,50,6,20000,Scenario_4_500_0.4_25_10_20000_50_6
Scenario_4_500_0.4_25_10_20000_50_6,TRUE,1,-24.38,-25.885,3.009,50,0.04139,0.000001,0.70508,0.979439,0.768365,0.999999,0.719882,0.97944,0.203543,500,0.4,25,10,20000,50,6,20000,Scenario_4_500_0.4_25_10_20000_50_6
Scenario_4_500_0.4_25_10_20000_50_7,FALSE,1,-21.935,-22.445,1.02,50,0.1562,0.009809,0.640007,0.860268,0.72185,0.988726,0.736357,0.870077,0.185938,500,0.4,25,10,20000,50,7,20000,Scenario_4_500_0.4_25_10_20000_50_7
Scenario_4_500_0.4_25_10_20000_50_7,TRUE,1,-21.935,-22.445,1.02,50,0.1562,0.009809,0.640007,0.860268,0.72185,0.988726,0.736357,0.870077,0.185938,500,0.4,25,10,20000,50,7,20000,Scenario_4_500_0.4_25_10_20000_50_7
Scenario_4_500_0.4_25_10_20000_50_8,FALSE,1,-28.865,-28.857,0,50,0.5,1.074456,0.640341,0.000001,0.639302,0.000001,0.595,1.074457,0.217232,500,0.4,25,10,20000,50,8,20000,Scenario_4_500_0.4_25_10_20000_50_8
Scenario_4_500_0.4_25_10_20000_50_8,TRUE,1,-28.865,-28.857,0,50,0.5,1.074431,0.640319,0.000001,0.639312,0.000001,0.595023,1.074432,0.21723,500,0.4,25,10,20000,50,8,20000,Scenario_4_500_0.4_25_10_20000_50_8
Scenario_4_500_0.4_25_10_20000_50_9,FALSE,1,-30.479,-30.477,0,50,0.5,1.163973,0.888038,0.000001,0.876825,0.000001,0.753303,1.163974,0.23458,500,0.4,25,10,20000,50,9,20000,Scenario_4_500_0.4_25_10_20000_50_9
Scenario_4_500_0.4_25_10_20000_50_9,TRUE,1,-30.479,-30.477,0,50,0.5,1.163942,0.888002,0.000001,0.876834,0.000001,0.753331,1.163943,0.234574,500,0.4,25,10,20000,50,9,20000,Scenario_4_500_0.4_25_10_20000_50_9
Scenario_4_500_0.4_25_10_20000_500_1,FALSE,1,-233.812,-244.946,22.269,500,0.000001185,0.628338,0.078048,0.345353,0.090816,0.354684,0.082879,0.973691,0.065121,500,0.4,25,10,20000,500,1,20000,Scenario_4_500_0.4_25_10_20000_500_1
Scenario_4_500_0.4_25_10_20000_500_1,TRUE,1,-233.812,-244.946,22.269,500,0.000001185,0.628338,0.078048,0.345353,0.090816,0.354684,0.082879,0.973691,0.065121,500,0.4,25,10,20000,500,1,20000,Scenario_4_500_0.4_25_10_20000_500_1
Scenario_4_500_0.4_25_10_20000_500_10,FALSE,1,-232.461,-246.882,28.842,500,0.00000003926,0.622454,0.074375,0.346782,0.085834,0.357789,0.078266,0.969237,0.064508,500,0.4,25,10,20000,500,10,20000,Scenario_4_500_0.4_25_10_20000_500_10
Scenario_4_500_0.4_25_10_20000_500_10,TRUE,1,-232.461,-246.882,28.842,500,0.00000003926,0.622454,0.074375,0.346782,0.085834,0.357789,0.078266,0.969237,0.064508,500,0.4,25,10,20000,500,10,20000,Scenario_4_500_0.4_25_10_20000_500_10
Scenario_4_500_0.4_25_10_20000_500_2,FALSE,1,-229.515,-258.263,57.496,500,0.00000000000001693,0.49783,0.070127,0.503159,0.095843,0.502662,0.076371,1.00099,0.06918,500,0.4,25,10,20000,500,2,20000,Scenario_4_500_0.4_25_10_20000_500_2
Scenario_4_500_0.4_25_10_20000_500_2,TRUE,1,-229.515,-258.263,57.496,500,0.00000000000001693,0.49783,0.070127,0.503159,0.095843,0.502662,0.076371,1.00099,0.06918,500,0.4,25,10,20000,500,2,20000,Scenario_4_500_0.4_25_10_20000_500_2
Scenario_4_500_0.4_25_10_20000_500_3,FALSE,1,-198.283,-209.68,22.794,500,0.0000009017,0.511229,0.067479,0.345328,0.083418,0.403158,0.083962,0.856557,0.058258,500,0.4,25,10,20000,500,3,20000,Scenario_4_500_0.4_25_10_20000_500_3
Scenario_4_500_0.4_25_10_20000_500_3,TRUE,1,-198.283,-209.68,22.794,500,0.0000009014,0.511222,0.067479,0.34537,0.083427,0.403191,0.083964,0.856592,0.058263,500,0.4,25,10,20000,500,3,20000,Scenario_4_500_0.4_25_10_20000_500_3
Scenario_4_500_0.4_25_10_20000_500_4,FALSE,1,-207.218,-220.142,25.848,500,0.0000001847,0.545833,0.069031,0.3361,0.082822,0.381095,0.081993,0.881934,0.059404,500,0.4,25,10,20000,500,4,20000,Scenario_4_500_0.4_25_10_20000_500_4
Scenario_4_500_0.4_25_10_20000_500_4,TRUE,1,-207.222,-220.142,25.841,500,0.0000001854,0.545885,0.069034,0.336046,0.082819,0.381034,0.081993,0.881932,0.059403,500,0.4,25,10,20000,500,4,20000,Scenario_4_500_0.4_25_10_20000_500_4
Scenario_4_500_0.4_25_10_20000_500_5,FALSE,1,-228.754,-243.726,29.945,500,0.00000002222,0.575063,0.074068,0.392185,0.091032,0.405465,0.080872,0.967249,0.065439,500,0.4,25,10,20000,500,5,20000,Scenario_4_500_0.4_25_10_20000_500_5
Scenario_4_500_0.4_25_10_20000_500_5,TRUE,1,-228.754,-243.726,29.945,500,0.00000002222,0.575063,0.074068,0.392185,0.091032,0.405465,0.080872,0.967249,0.065439,500,0.4,25,10,20000,500,5,20000,Scenario_4_500_0.4_25_10_20000_500_5
Scenario_4_500_0.4_25_10_20000_500_6,FALSE,1,-240.389,-248.183,15.586,500,0.00003941,0.692189,0.082318,0.294454,0.090206,0.29844,0.083835,0.986642,0.065166,500,0.4,25,10,20000,500,6,20000,Scenario_4_500_0.4_25_10_20000_500_6
Scenario_4_500_0.4_25_10_20000_500_6,TRUE,1,-240.389,-248.183,15.588,500,0.00003939,0.692188,0.082317,0.294452,0.090204,0.298439,0.083834,0.986639,0.065166,500,0.4,25,10,20000,500,6,20000,Scenario_4_500_0.4_25_10_20000_500_6
Scenario_4_500_0.4_25_10_20000_500_7,FALSE,1,-223.452,-234.02,21.135,500,0.00000214,0.620969,0.073448,0.308217,0.082704,0.331706,0.079951,0.929186,0.061615,500,0.4,25,10,20000,500,7,20000,Scenario_4_500_0.4_25_10_20000_500_7
Scenario_4_500_0.4_25_10_20000_500_7,TRUE,1,-223.452,-234.02,21.135,500,0.00000214,0.620969,0.073448,0.308217,0.082704,0.331706,0.079951,0.929186,0.061615,500,0.4,25,10,20000,500,7,20000,Scenario_4_500_0.4_25_10_20000_500_7
Scenario_4_500_0.4_25_10_20000_500_8,FALSE,1,-224.372,-230.723,12.702,500,0.0001826,0.67864,0.07677,0.239619,0.080032,0.260949,0.081325,0.918259,0.060028,500,0.4,25,10,20000,500,8,20000,Scenario_4_500_0.4_25_10_20000_500_8
Scenario_4_500_0.4_25_10_20000_500_8,TRUE,1,-224.281,-230.723,12.884,500,0.0001657,0.676839,0.076693,0.241464,0.080147,0.262946,0.08136,0.918303,0.060058,500,0.4,25,10,20000,500,8,20000,Scenario_4_500_0.4_25_10_20000_500_8
Scenario_4_500_0.4_25_10_20000_500_9,FALSE,1,-229.41,-237.964,17.109,500,0.00001765,0.646961,0.076908,0.300979,0.085407,0.317508,0.081744,0.947939,0.0627,500,0.4,25,10,20000,500,9,20000,Scenario_4_500_0.4_25_10_20000_500_9
Scenario_4_500_0.4_25_10_20000_500_9,TRUE,1,-229.41,-237.964,17.109,500,0.00001765,0.646961,0.076908,0.300994,0.085411,0.317519,0.081745,0.947954,0.062703,500,0.4,25,10,20000,500,9,20000,Scenario_4_500_0.4_25_10_20000_500_9
Scenario_4_500_0.4_25_10_5000_100_1,FALSE,1,-45.001,-45.001,0,100,0.5,0.871714,0.288371,0.000001,0.258291,0.000001,0.296303,0.871715,0.123924,500,0.4,25,10,5000,100,1,5000,Scenario_4_500_0.4_25_10_5000_100_1
Scenario_4_500_0.4_25_10_5000_100_1,TRUE,1,-45.001,-45.001,0,100,0.5,0.871714,0.288371,0.000001,0.258291,0.000001,0.296303,0.871715,0.123924,500,0.4,25,10,5000,100,1,5000,Scenario_4_500_0.4_25_10_5000_100_1
Scenario_4_500_0.4_25_10_5000_100_10,FALSE,1,-50.281,-53.708,6.853,100,0.004425,0.407514,0.249249,0.592893,0.283973,0.592652,0.254036,1.000407,0.14507,500,0.4,25,10,5000,100,10,5000,Scenario_4_500_0.4_25_10_5000_100_10
Scenario_4_500_0.4_25_10_5000_100_10,TRUE,1,-50.281,-53.708,6.853,100,0.004425,0.407514,0.249249,0.592893,0.283973,0.592652,0.254036,1.000407,0.14507,500,0.4,25,10,5000,100,10,5000,Scenario_4_500_0.4_25_10_5000_100_10
Scenario_4_500_0.4_25_10_5000_100_2,FALSE,1,-57.747,-61.361,7.227,100,0.003592,0.000001,0.373548,1.248588,0.476914,0.999999,0.299176,1.248589,0.191458,500,0.4,25,10,5000,100,2,5000,Scenario_4_500_0.4_25_10_5000_100_2
Scenario_4_500_0.4_25_10_5000_100_2,TRUE,1,-57.711,-61.361,7.299,100,0.00345,0.000001,0.372567,1.247701,0.475769,0.999999,0.298603,1.247702,0.191268,500,0.4,25,10,5000,100,2,5000,Scenario_4_500_0.4_25_10_5000_100_2
Scenario_4_500_0.4_25_10_5000_100_3,FALSE,1,-55.51,-55.667,0.315,100,0.2874,0.899695,0.358802,0.181142,0.347661,0.167594,0.318998,1.080838,0.154051,500,0.4,25,10,5000,100,3,5000,Scenario_4_500_0.4_25_10_5000_100_3
Scenario_4_500_0.4_25_10_5000_100_3,TRUE,1,-55.51,-55.667,0.315,100,0.2874,0.899695,0.358802,0.181142,0.347661,0.167594,0.318998,1.080838,0.154051,500,0.4,25,10,5000,100,3,5000,Scenario_4_500_0.4_25_10_5000_100_3
Scenario_4_500_0.4_25_10_5000_100_4,FALSE,1,-50.76,-51.149,0.779,100,0.1888,0.677684,0.323624,0.311711,0.333242,0.315052,0.327033,0.989395,0.142235,500,0.4,25,10,5000,100,4,5000,Scenario_4_500_0.4_25_10_5000_100_4
Scenario_4_500_0.4_25_10_5000_100_4,TRUE,1,-50.76,-51.149,0.779,100,0.1888,0.677684,0.323624,0.311711,0.333242,0.315052,0.327033,0.989395,0.142235,500,0.4,25,10,5000,100,4,5000,Scenario_4_500_0.4_25_10_5000_100_4
Scenario_4_500_0.4_25_10_5000_100_5,FALSE,1,-46.973,-47.924,1.902,100,0.08393,0.553927,0.285604,0.364788,0.299271,0.397063,0.31209,0.918715,0.132135,500,0.4,25,10,5000,100,5,5000,Scenario_4_500_0.4_25_10_5000_100_5
Scenario_4_500_0.4_25_10_5000_100_5,TRUE,1,-46.929,-47.924,1.99,100,0.07917,0.547039,0.284367,0.371335,0.298775,0.40434,0.311168,0.918375,0.132139,500,0.4,25,10,5000,100,5,5000,Scenario_4_500_0.4_25_10_5000_100_5
Scenario_4_500_0.4_25_10_5000_100_6,FALSE,1,-45.783,-45.911,0.256,100,0.3063,0.740504,0.304618,0.147394,0.296191,0.166004,0.330958,0.887898,0.126564,500,0.4,25,10,5000,100,6,5000,Scenario_4_500_0.4_25_10_5000_100_6
Scenario_4_500_0.4_25_10_5000_100_6,TRUE,1,-45.783,-45.911,0.256,100,0.3063,0.740504,0.304618,0.147394,0.296191,0.166004,0.330958,0.887898,0.126564,500,0.4,25,10,5000,100,6,5000,Scenario_4_500_0.4_25_10_5000_100_6
Scenario_4_500_0.4_25_10_5000_100_7,FALSE,1,-56.911,-58.657,3.491,100,0.03084,0.641284,0.290661,0.489604,0.310598,0.432938,0.257445,1.130889,0.16294,500,0.4,25,10,5000,100,7,5000,Scenario_4_500_0.4_25_10_5000_100_7
Scenario_4_500_0.4_25_10_5000_100_7,TRUE,1,-56.911,-58.657,3.491,100,0.03084,0.641284,0.290661,0.489604,0.310598,0.432938,0.257445,1.130889,0.16294,500,0.4,25,10,5000,100,7,5000,Scenario_4_500_0.4_25_10_5000_100_7
Scenario_4_500_0.4_25_10_5000_100_8,FALSE,1,-51.678,-51.662,0,100,0.5,0.97219,0.35826,0.000001,0.353877,0.000001,0.363999,0.972191,0.138302,500,0.4,25,10,5000,100,8,5000,Scenario_4_500_0.4_25_10_5000_100_8
Scenario_4_500_0.4_25_10_5000_100_8,TRUE,1,-51.678,-51.662,0,100,0.5,0.972114,0.358218,0.000001,0.353906,0.000001,0.364058,0.972115,0.138297,500,0.4,25,10,5000,100,8,5000,Scenario_4_500_0.4_25_10_5000_100_8
Scenario_4_500_0.4_25_10_5000_100_9,FALSE,1,-49.009,-49.215,0.412,100,0.2605,0.786479,0.290958,0.162216,0.280535,0.170988,0.29273,0.948695,0.135286,500,0.4,25,10,5000,100,9,5000,Scenario_4_500_0.4_25_10_5000_100_9
Scenario_4_500_0.4_25_10_5000_100_9,TRUE,1,-49.009,-49.215,0.412,100,0.2605,0.786479,0.290958,0.162216,0.280535,0.170988,0.29273,0.948695,0.135286,500,0.4,25,10,5000,100,9,5000,Scenario_4_500_0.4_25_10_5000_100_9
Scenario_4_500_0.4_25_10_5000_25_1,FALSE,1,-9.895,-10.309,0.828,25,0.1814,0.000001,1.385649,0.73794,1.397546,0.999999,1.877725,0.73794,0.212655,500,0.4,25,10,5000,25,1,5000,Scenario_4_500_0.4_25_10_5000_25_1
Scenario_4_500_0.4_25_10_5000_25_1,TRUE,1,-9.895,-10.309,0.828,25,0.1814,0.000001,1.385649,0.73794,1.397546,0.999999,1.877725,0.73794,0.212655,500,0.4,25,10,5000,25,1,5000,Scenario_4_500_0.4_25_10_5000_25_1
Scenario_4_500_0.4_25_10_5000_25_10,FALSE,1,-13.068,-12.835,0,25,0.5,0.774805,0.822842,0.000001,0.897259,0.000001,1.158043,0.774806,0.226566,500,0.4,25,10,5000,25,10,5000,Scenario_4_500_0.4_25_10_5000_25_10
Scenario_4_500_0.4_25_10_5000_25_10,TRUE,1,-13.068,-12.835,0,25,0.5,0.774805,0.822842,0.000001,0.897259,0.000001,1.158043,0.774806,0.226566,500,0.4,25,10,5000,25,10,5000,Scenario_4_500_0.4_25_10_5000_25_10
Scenario_4_500_0.4_25_10_5000_25_2,FALSE,1,-8.788,-8.737,0,25,0.5,0.608487,1.053016,0.000001,1.094768,0.000001,1.799163,0.608487,0.17671,500,0.4,25,10,5000,25,2,5000,Scenario_4_500_0.4_25_10_5000_25_2
Scenario_4_500_0.4_25_10_5000_25_2,TRUE,1,-8.788,-8.737,0,25,0.5,0.608487,1.053016,0.000001,1.094768,0.000001,1.799163,0.608487,0.17671,500,0.4,25,10,5000,25,2,5000,Scenario_4_500_0.4_25_10_5000_25_2
Scenario_4_500_0.4_25_10_5000_25_3,FALSE,1,-10.374,-10.783,0.818,25,0.1829,0.000001,1.256678,0.795556,1.306825,0.999999,1.57962,0.795557,0.233393,500,0.4,25,10,5000,25,3,5000,Scenario_4_500_0.4_25_10_5000_25_3
Scenario_4_500_0.4_25_10_5000_25_3,TRUE,1,-10.374,-10.783,0.818,25,0.1829,0.000001,1.256678,0.795556,1.306825,0.999999,1.57962,0.795557,0.233393,500,0.4,25,10,5000,25,3,5000,Scenario_4_500_0.4_25_10_5000_25_3
Scenario_4_500_0.4_25_10_5000_25_4,FALSE,1,-16.514,-16.506,0,25,0.5,1.228712,1.427679,0.000001,1.460546,0.000001,1.188679,1.228713,0.356675,500,0.4,25,10,5000,25,4,5000,Scenario_4_500_0.4_25_10_5000_25_4
Scenario_4_500_0.4_25_10_5000_25_4,TRUE,1,-16.513,-16.506,0,25,0.5,1.229119,1.428142,0.000001,1.460698,0.000001,1.188409,1.229121,0.356785,500,0.4,25,10,5000,25,4,5000,Scenario_4_500_0.4_25_10_5000_25_4
Scenario_4_500_0.4_25_10_5000_25_5,FALSE,1,-11.382,-11.002,0,25,0.5,0.632047,0.838146,0.000001,0.913871,0.000001,1.445888,0.632048,0.185781,500,0.4,25,10,5000,25,5,5000,Scenario_4_500_0.4_25_10_5000_25_5
Scenario_4_500_0.4_25_10_5000_25_5,TRUE,1,-11.382,-11.002,0,25,0.5,0.632047,0.838146,0.000001,0.913871,0.000001,1.445888,0.632048,0.185781,500,0.4,25,10,5000,25,5,5000,Scenario_4_500_0.4_25_10_5000_25_5
Scenario_4_500_0.4_25_10_5000_25_6,FALSE,1,-9.981,-10.106,0.249,25,0.309,0.02674,1.081675,0.725507,1.144819,0.964453,1.43996,0.752247,0.221538,500,0.4,25,10,5000,25,6,5000,Scenario_4_500_0.4_25_10_5000_25_6
Scenario_4_500_0.4_25_10_5000_25_6,TRUE,1,-9.981,-10.106,0.249,25,0.309,0.02674,1.081675,0.725507,1.144819,0.964453,1.43996,0.752247,0.221538,500,0.4,25,10,5000,25,6,5000,Scenario_4_500_0.4_25_10_5000_25_6
Scenario_4_500_0.4_25_10_5000_25_7,FALSE,1,-8.272,-8.221,0,25,0.5,0.582811,0.924247,0.000001,0.961709,0.000001,1.650118,0.582812,0.168838,500,0.4,25,10,5000,25,7,5000,Scenario_4_500_0.4_25_10_5000_25_7
Scenario_4_500_0.4_25_10_5000_25_7,TRUE,1,-8.272,-8.221,0,25,0.5,0.582623,0.923799,0.000001,0.961434,0.000001,1.650181,0.582623,0.168814,500,0.4,25,10,5000,25,7,5000,Scenario_4_500_0.4_25_10_5000_25_7
